structCharacterDataROMEntry 1,HPOrAutolevel,STR,MAG,SKL,SPD,DEF,CON,LUK,MOV,MovementStars,CritCoefficient,HPGrowth,STRGrowth,MAGGrowth,SKLGrowth,SPDGrowth,DEFGrowth,CONGrowth,LUKGrowth,MOVGrowth,SwordRank,LanceRank,AxeRank,BowRank,StaffRank,FireRank,ThunderRank,WindRank,LightRank,DarkRank,SwordMod,LanceMod,AxeMod,BowMod,StaffMod,FireMod,ThunderMod,WindMod,LightMod,DarkMod,Gender,Skills1,Skills2,Skills3,Class,LeadershipStars,MapSprite,PortraitID
FriegeBallista2,0,6,0,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Ballistician,0,BallisticianMapSprite,Ballistician1Portrait
BanditBrigand2,-AutolevelScheme6,6,0,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,Skill1Steal,None,None,Brigand,0,BrigandAlternateMapSprite,Brigand2Portrait
ThiefEnemy2,10,3,0,1,8,2,7,9,1,5,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Thief,0,ThiefMapSprite,Thief3Portrait
ArcherEnemy1,-AutolevelScheme6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArcherF,0,ArcherFMapSprite,Archer4Portrait
FriegeBishop1,-AutolevelScheme6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Bishop,2,BishopMapSprite,Priest2Portrait
FriegeArmoredLance2,-AutolevelScheme6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArmoredLance,0,ArmoredLanceMapSprite,Armor1Portrait
FriegeArmoredBow2,-AutolevelScheme6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArmoredBow,0,ArmoredBowMapSprite,Armor3Portrait
FriegeMage2,-AutolevelScheme5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ThunderMage,0,ThunderMageMapSprite,Mage1Portrait
BallistaEnemy,-AutolevelScheme9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,BallisticianIron,0,BallisticianIronMapSprite,Ballistician2Portrait
FriegeArmoredAxe2,-AutolevelScheme6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArmoredAxe,0,ArmoredAxeMapSprite,Armor2Portrait
Eichmann,18,8,0,8,8,6,8,16,0,10,2,0,0,0,0,0,0,0,0,0,RankC,None,RankB,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,Skill2Adept,None,Hero,0,HeroMapSprite,EichmannPortrait
Zaille,26,12,2,10,10,7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,None,None,RankB,RankD,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Warrior,1,WarriorMapSprite,ZaillePortrait
ArmoredSwordEnemy1,-AutolevelScheme1,12,2,10,10,7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,None,None,RankB,RankD,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArmoredSword,0,ArmoredSwordMapSprite,Armor4Portrait
SoldierEnemy,-AutolevelScheme1,12,2,10,10,7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,None,None,RankB,RankD,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Soldier,0,SoldierMapSprite,Soldier1Portrait
FriegeBallista3,0,6,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,RankD,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Ballistician,0,BallisticianMapSprite,Ballistician1Portrait
Ilios,20,8,6,8,10,6,0,14,0,5,0,50,40,45,55,50,15,10,70,1,RankB,None,None,None,None,None,RankC,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Miracle,Skill3Sol,MageKnight,3,MageKnightMapSprite,Ilios2Portrait
SilessiaPegasusRider2,-AutolevelScheme4,8,6,8,10,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,RankD,RankB,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderFemale,None,None,None,PegasusRider,0,PegasusRiderMapSprite,PegasusKnight2Portrait
FriegeMageKnight1,-AutolevelScheme4,8,6,8,10,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,RankD,RankB,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderFemale,None,None,None,MageKnight,0,MageKnightMapSprite,MagicKnight4Portrait
PaladinEnemy,-AutolevelScheme1,8,6,8,10,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,RankD,RankB,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Paladin,0,PaladinMapSprite,Knight6Portrait
FriegeGreatKnight,-AutolevelScheme1,8,6,8,10,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,RankD,RankB,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,GreatKnight,0,GreatKnightMapSprite,AxeKnight2Portrait
ArchKnightEnemy,-AutolevelScheme1,8,6,8,10,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,RankD,RankB,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArchKnight,0,ArchKnightMapSprite,BowKnight2Portrait
ArmoredSwordEnemy2,-AutolevelScheme4,8,6,8,10,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,RankD,RankB,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArmoredSword,0,ArmoredSwordMapSprite,Armor4Portrait
FriegeSoldier1,-AutolevelScheme4,8,6,8,10,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,RankD,RankB,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Soldier,0,SoldierMapSprite,Soldier1Portrait
FriegeBowKnight1,-AutolevelScheme4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,BowKnight,0,BowKnightMapSprite,BowKnight1Portrait
FriegeTroubadour2,-AutolevelScheme4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Troubadour,0,TroubadourMapSprite,MagicKnight2Portrait
FriegeLanceKnight1,-AutolevelScheme4,3,0,4,5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,LanceKnight,0,LanceKnightMapSprite,Knight2Portrait
FriegeCavalier2,-AutolevelScheme4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Cavalier,0,CavalierMapSprite,Knight1Portrait
Civilian8,10,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Civilian,0,CivilianMapSprite,NPCMan8Portrait
MyrmidonEnemy1,-AutolevelScheme3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Hero,0,HeroMapSprite,Myrmidon9Portrait
SwordmasterEnemy,-AutolevelScheme6,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,Skill2Charm,Skill3Luna,Swordmaster,0,SwordmasterMapSprite,Myrmidon2Portrait
BerserkerEnemy1,-AutolevelScheme3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Berserker,0,BerserkerMapSprite,Brigand1Portrait
BerserkerEnemy2,-AutolevelScheme3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Berserker,0,BerserkerMapSprite,Brigand1Portrait
SilessiaPegasusRider3,10,5,1,7,6,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,None,RankC,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,PegasusRider,0,PegasusRiderMapSprite,PegasusKnight2Portrait
FriegeArmoredAxe3,22,8,4,3,2,4,6,5,0,5,0,0,0,0,0,0,0,0,0,0,None,None,RankC,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArmoredAxe,0,ArmoredAxeMapSprite,Armor2Portrait
FriegeArmoredSword1,25,8,3,4,3,4,5,5,0,5,0,0,0,0,0,0,0,0,0,0,RankE,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArmoredSword,0,ArmoredSwordMapSprite,Armor4Portrait
FriegeArmoredLance3,20,8,4,4,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,None,RankE,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArmoredLance,0,ArmoredLanceMapSprite,Armor1Portrait
FriegeBallista4,5,7,3,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,RankD,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Ballistician,0,BallisticianMapSprite,Ballistician1Portrait
ArcherEnemy2,-AutolevelScheme1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RankD,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Archer,0,ArcherMapSprite,Archer1Portrait
MyrmidonEnemy2,-AutolevelScheme1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RankD,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,MyrmidonF,0,MyrmidonFMapSprite,Myrmidon5Portrait
MyrmidonEnemy3,-AutolevelScheme1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RankD,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,HeroF,0,HeroFMapSprite,Myrmidon10Portrait
Xavier,12,6,2,4,4,5,5,3,0,0,0,50,40,45,55,50,15,10,70,1,RankD,None,RankA,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Assail | Skill2Pavise,Skill3Wrath,General,3,GeneralMapSprite,XavierPortrait
XavierArmor1,-AutolevelScheme4,6,2,4,4,5,5,3,0,10,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept | Skill2Miracle,None,ArmoredLance,0,ArmoredLanceMapSprite,Leonsterite6Portrait
XavierArmor2,-AutolevelScheme4,6,2,4,4,5,5,3,0,10,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept | Skill2Miracle,None,ArmoredLance,0,ArmoredLanceMapSprite,Leonsterite7Portrait
XavierArmor3,-AutolevelScheme4,6,2,4,4,5,5,3,0,10,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept | Skill2Miracle,None,ArmoredLance,0,ArmoredLanceMapSprite,EichmannPortrait
XavierArmor4,-AutolevelScheme4,6,2,4,4,5,5,3,0,10,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept | Skill2Miracle,None,ArmoredLance,0,ArmoredLanceMapSprite,DvorakPortrait
XavierArmor5,-AutolevelScheme4,6,2,4,4,5,5,3,0,10,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept | Skill2Miracle,None,ArmoredAxe,0,ArmoredAxeMapSprite,Leonsterite3Portrait
XavierArmor6,-AutolevelScheme4,6,2,4,4,5,5,3,0,10,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept | Skill2Miracle,None,ArmoredAxe,0,ArmoredAxeMapSprite,Leonsterite2Portrait
XavierArmor7,-AutolevelScheme4,6,2,4,4,5,5,3,0,10,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept | Skill2Miracle,None,ArmoredAxe,0,ArmoredAxeMapSprite,Leonsterite4Portrait
XavierArmor8,-AutolevelScheme4,6,2,4,4,5,5,3,0,10,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept | Skill2Miracle,None,ArmoredAxe,0,ArmoredAxeMapSprite,Leonsterite5Portrait
Civilian9,10,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,None,None,None,Civilian,0,CivilianFMapSprite,NPCGirl2Portrait
Civilian10,10,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,None,None,None,Civilian,0,CivilianFMapSprite,NPCWoman2Portrait
Civilian11,10,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Civilian,0,ChildMapSprite,NPCBoy1Portrait
Civilian12,10,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Civilian,0,CivilianFMapSprite,NPCGirl2Portrait
Civilian13,10,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Civilian,0,CivilianFMapSprite,NPCWoman3Portrait
Civilian14,10,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Civilian,0,CivilianMapSprite,NPCMan8Portrait
Civilian15,10,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,None,None,None,Civilian,0,CivilianFMapSprite,NPCWoman1Portrait
Civilian16,10,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,None,None,None,Civilian,0,ChildFMapSprite,NPCGirl1Portrait
FriegeSoldier2,-AutolevelScheme1,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Soldier,0,SoldierMapSprite,Soldier1Portrait
LeonsterSoldier,-AutolevelScheme1,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Soldier,0,SoldierMapSprite,Soldier1Portrait
FriegeBishop2,-AutolevelScheme1,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Bishop,0,BishopMapSprite,Priest2Portrait
ResistanceMyrmidon1,-AutolevelScheme1,0,0,0,0,0,0,0,4,0,0,40,10,3,10,10,5,5,20,0,RankA,None,None,RankB,None,None,None,None,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Myrmidon,0,MyrmidonMapSprite,Myrmidon1Portrait
Barath,30,12,10,12,5,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Unknown,Skill3Immortal,Baron,4,BaronMapSprite,BarathPortrait
FriegeGeneral1,-AutolevelScheme1,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,General,0,GeneralMapSprite,General1Portrait
FriegeArmoredSword2,-AutolevelScheme1,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArmoredSword,0,ArmoredSwordMapSprite,Armor4Portrait
FriegePriest1,-AutolevelScheme2,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Priest,0,PriestMapSprite,Priest1Portrait
FriegePoisonBallista,-AutolevelScheme9,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,BallisticianPoison,0,BallisiticianPoisonMapSprite,Ballistician4Portrait
ThracianWyvernKnight2,24,5,2,3,2,3,3,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Miracle,None,WyvernKnight,0,WyvernKnightMapSprite,WyvernKnight2Portrait
FriegeMageKnight,-AutolevelScheme1,12,3,9,8,12,11,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,MageKnight,0,MageKnightMapSprite,MagicKnight4Portrait
FriegeArmoredAxe4,-AutolevelScheme1,12,3,9,8,12,11,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,AxeKnight,0,AxeKnightMapSprite,AxeKnight1Portrait
FriegeArchKnight1,-AutolevelScheme1,12,3,9,8,12,11,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArchKnight,0,ArchKnightMapSprite,BowKnight2Portrait
FriegePaladin1,-AutolevelScheme1,12,3,9,8,12,11,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Paladin,0,PaladinMapSprite,Knight6Portrait
FriegeLanceKnight2,-AutolevelScheme1,12,3,9,8,12,11,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,LanceKnight,0,LanceKnightMapSprite,Knight2Portrait
FriegeSniper,-AutolevelScheme1,12,3,9,8,12,11,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Sniper,0,SniperMapSprite,Archer2Portrait
FriegeMyrmidon,-AutolevelScheme6,12,3,9,8,12,11,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Hero,0,HeroMapSprite,Myrmidon9Portrait
FriegeBishop3,-AutolevelScheme2,12,3,9,8,12,11,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Bishop,0,BishopMapSprite,Priest2Portrait
FriegeTroubadour3,20,5,3,8,11,5,3,16,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderFemale,None,Skill2Miracle,None,Troubadour,0,TroubadourMapSprite,MagicKnight2Portrait
FriegeMageKnight2,6,0,5,4,8,3,1,13,2,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,None,None,None,MageKnightF,0,MageKnightFMapSprite,MagicKnight4Portrait
AlsterCavalier1,18,7,4,5,5,6,4,8,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Cavalier,0,CavalierMapSprite,Knight1Portrait
AlsterBowKnight,16,6,4,4,6,5,3,12,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,RankC,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,BowKnight,0,BowKnightMapSprite,BowKnight1Portrait
AlsterArchKnight,20,9,5,6,8,4,5,10,2,0,0,0,0,0,0,0,0,0,0,0,RankD,RankB,None,RankC,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArchKnight,0,ArchKnightMapSprite,BowKnight2Portrait
AlsterMageKnight,-AutolevelScheme1,8,6,8,10,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,RankD,RankB,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderFemale,None,None,None,MageKnight,0,MageKnightMapSprite,MagicKnight4Portrait
FriegePriest2,-AutolevelScheme2,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Priest,0,PriestMapSprite,Priest1Portrait
FriegeArchKnight2,-AutolevelScheme4,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArchKnight,0,ArchKnightMapSprite,BowKnight2Portrait
FriegePaladin2,-AutolevelScheme4,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Paladin,0,PaladinMapSprite,Knight6Portrait
FriegeArmoredSword3,-AutolevelScheme4,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArmoredSword,0,ArmoredSwordMapSprite,Armor4Portrait
FriegeBowKnight2,-AutolevelScheme1,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,BowKnight,0,BowKnightMapSprite,BowKnight1Portrait
Gelbenritter,-AutolevelScheme1,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,MageKnight,0,MageKnightMapSprite,MagicKnight4Portrait
FriegeGeneral2,-AutolevelScheme4,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,General,0,GeneralMapSprite,General1Portrait
MansterDukeKnight,-AutolevelScheme4,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,DukeKnight,0,DukeKnightMapSprite,Knight4Portrait
MansterArchKnight,-AutolevelScheme4,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArchKnight,0,ArchKnightMapSprite,BowKnight2Portrait
MansterGreatKnight,-AutolevelScheme4,12,10,12,10,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,GreatKnight,0,GreatKnightMapSprite,AxeKnight2Portrait
ThracianWyvernKnight3,21,6,3,6,5,5,5,12,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,WyvernKnight,0,WyvernKnightMapSprite,WyvernKnight2Portrait
Civilian17,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,Skill1Unknown,None,None,Civilian,0,ChildFMapSprite,NPCGirl1Portrait
